Iteration,Proportion Test,Proportion Test (Sim Results Clintool1025.Csv),Proportion Test (Sim Results Clintool2150.Csv),Proportion Test (Sim Results Clintool5175.Csv),Proportion Test (Sim Results Clintool76100.Csv)
8909,0.31,0.3308,0.3746,0.398,0.4231
8910,0.3043,0.3333,0.3512,0.3697,0.4186
8911,0.3122,0.3432,0.3631,0.3734,0.4249
8912,0.3121,0.3365,0.3507,0.3803,0.4114
8913,0.3313,0.3318,0.358,0.4264,0.4477
8914,0.3128,0.3465,0.3626,0.3877,0.4424
8915,0.3163,0.3422,0.3509,0.3959,0.4257
8916,0.306,0.3323,0.3616,0.3862,0.4042
8917,0.3013,0.3222,0.3717,0.3724,0.4233
8918,0.3064,0.338,0.3416,0.3771,0.4168
8919,0.3117,0.3386,0.359,0.3853,0.4271
8920,0.3169,0.3256,0.3823,0.3819,0.4053
8921,0.3154,0.3325,0.3461,0.3971,0.4209
8922,0.3175,0.3289,0.355,0.3784,0.4512
8923,0.3192,0.3331,0.3585,0.3974,0.4166
8924,0.3084,0.3426,0.3575,0.3708,0.4254
8925,0.3141,0.3433,0.352,0.3825,0.4048
8926,0.3061,0.318,0.3519,0.3655,0.4183
8927,0.3105,0.3327,0.3758,0.398,0.4157
8928,0.3157,0.3375,0.3636,0.3871,0.453
8929,0.3154,0.3357,0.3575,0.395,0.4082
8930,0.3185,0.3398,0.3836,0.3841,0.4095
8931,0.3212,0.3244,0.3707,0.3931,0.4407
8932,0.3137,0.3301,0.3449,0.3929,0.4294
8933,0.3146,0.34,0.3519,0.3846,0.4269
8934,0.3079,0.3458,0.3692,0.3889,0.4445
8935,0.3097,0.3326,0.3416,0.403,0.4181
8936,0.313,0.3314,0.3452,0.4023,0.4148
8937,0.3157,0.3355,0.3703,0.3833,0.4251
8938,0.3218,0.3215,0.368,0.4101,0.4354
8939,0.3238,0.3365,0.3732,0.408,0.4245
8940,0.317,0.3473,0.3532,0.4115,0.4014
8941,0.31,0.3366,0.3528,0.4021,0.404
8942,0.3115,0.3517,0.3683,0.3757,0.4243
8943,0.3173,0.3565,0.3605,0.4061,0.4204
8944,0.3059,0.3425,0.3578,0.3649,0.4298
8945,0.3205,0.3243,0.3534,0.3869,0.4085
8946,0.3303,0.342,0.3565,0.4019,0.4184
8947,0.3234,0.3492,0.3508,0.4005,0.4288
8948,0.3283,0.3383,0.3675,0.4142,0.414
8949,0.3169,0.3478,0.3471,0.3994,0.4229
8950,0.3037,0.337,0.3374,0.3856,0.4389
8951,0.3173,0.3395,0.3754,0.3889,0.4489
8952,0.3209,0.3294,0.3502,0.3946,0.4342
8953,0.3196,0.343,0.346,0.3993,0.4321
8954,0.3207,0.3294,0.3483,0.3946,0.4067
8955,0.321,0.3372,0.358,0.3897,0.4176
8956,0.3143,0.3344,0.3758,0.3873,0.4093
8957,0.3248,0.3565,0.3538,0.4112,0.4255
8958,0.3146,0.3282,0.3514,0.3925,0.4139
8959,0.318,0.3296,0.3528,0.3835,0.421
8960,0.3184,0.3418,0.386,0.3938,0.4447
8961,0.3122,0.3275,0.3659,0.3894,0.3972
8962,0.3286,0.3322,0.3811,0.4062,0.4092
8963,0.3171,0.333,0.3535,0.387,0.4118
8964,0.3232,0.3323,0.3751,0.4003,0.4229
8965,0.3141,0.3418,0.3416,0.3856,0.4464
8966,0.3056,0.3333,0.363,0.3949,0.4422
8967,0.3164,0.3333,0.3791,0.3974,0.4236
8968,0.3066,0.3318,0.3743,0.389,0.4296
8969,0.3195,0.3252,0.3481,0.3959,0.4214
8970,0.3142,0.3298,0.3515,0.383,0.4201
8971,0.309,0.3405,0.3553,0.4003,0.4251
8972,0.3181,0.329,0.3608,0.3964,0.4125
8973,0.3224,0.3343,0.3534,0.4065,0.4128
8974,0.3333,0.3361,0.3771,0.4032,0.423
8975,0.3072,0.341,0.3437,0.3784,0.4119
8976,0.3108,0.3328,0.348,0.3771,0.4305
8977,0.3143,0.3442,0.3582,0.41,0.4398
8978,0.3223,0.3427,0.3451,0.3965,0.4189
8979,0.3051,0.3548,0.3475,0.387,0.4217
8980,0.3083,0.3405,0.356,0.3859,0.4306
8981,0.3148,0.3357,0.368,0.4069,0.4179
8982,0.317,0.3292,0.3405,0.3844,0.4186
8983,0.3189,0.3191,0.3491,0.386,0.4376
8984,0.3187,0.3294,0.3581,0.4039,0.4279
8985,0.3255,0.328,0.3658,0.4156,0.4159
8986,0.3067,0.3341,0.3447,0.3901,0.416
8987,0.3174,0.3459,0.3703,0.4034,0.4365
8988,0.3117,0.3166,0.3798,0.3811,0.4307
8989,0.3122,0.3253,0.3759,0.3767,0.4274
8990,0.3218,0.3329,0.3556,0.3905,0.4326
8991,0.3122,0.3352,0.3811,0.3906,0.4332
8992,0.3114,0.3304,0.3766,0.3858,0.4303
8993,0.3153,0.3242,0.3736,0.385,0.418
8994,0.3102,0.3271,0.3669,0.3801,0.4222
8995,0.3173,0.3329,0.363,0.3836,0.4002
8996,0.3141,0.3262,0.3425,0.3978,0.4301
8997,0.3228,0.342,0.3405,0.416,0.4034
8998,0.3141,0.3317,0.3702,0.4011,0.4373
8999,0.3156,0.3289,0.3469,0.396,0.4015
9000,0.3236,0.344,0.3542,0.4177,0.4093
9001,0.3214,0.3492,0.3483,0.3901,0.4324
9002,0.3151,0.3456,0.3826,0.3936,0.4249
9003,0.3164,0.348,0.3731,0.3863,0.4209
9004,0.311,0.3252,0.3802,0.374,0.4097
9005,0.3209,0.3339,0.362,0.4062,0.4195
9006,0.3176,0.332,0.3624,0.3954,0.4183
9007,0.307,0.3321,0.3717,0.37,0.4154
9008,0.3244,0.3352,0.3686,0.409,0.3955
9009,0.3126,0.3328,0.3585,0.3969,0.4409
9010,0.315,0.3305,0.3534,0.4033,0.4149
9011,0.3226,0.3287,0.3582,0.3843,0.3987
9012,0.3195,0.3473,0.3676,0.4066,0.4135
9013,0.3153,0.3358,0.363,0.3981,0.401
9014,0.3236,0.3356,0.3568,0.3938,0.4297
9015,0.3254,0.3233,0.3417,0.3956,0.4452
9016,0.3035,0.3278,0.3791,0.3875,0.441
9017,0.311,0.3345,0.3603,0.3903,0.4239
9018,0.3169,0.3258,0.3841,0.3851,0.4228
9019,0.3123,0.3316,0.3446,0.3718,0.4228
9020,0.3189,0.3377,0.3652,0.4005,0.4096
9021,0.312,0.3362,0.3686,0.3808,0.4357
9022,0.3149,0.3347,0.3653,0.404,0.4134
9023,0.3157,0.3472,0.3689,0.3804,0.4249
9024,0.3184,0.3326,0.3582,0.376,0.4066
9025,0.3118,0.3361,0.3694,0.4004,0.4117
9026,0.3084,0.3368,0.3679,0.3744,0.4419
9027,0.3187,0.342,0.3647,0.4043,0.4235
9028,0.3121,0.3383,0.3671,0.3751,0.4278
9029,0.3157,0.3469,0.366,0.4141,0.4083
9030,0.3026,0.3443,0.3803,0.3843,0.4312
9031,0.3237,0.3369,0.3642,0.4063,0.44
9032,0.3084,0.3343,0.3778,0.3792,0.4268
9033,0.3129,0.3319,0.3427,0.3776,0.4264
9034,0.3185,0.3367,0.3546,0.3869,0.4055
9035,0.3063,0.3336,0.3791,0.3836,0.4166
9036,0.3148,0.3322,0.3484,0.3944,0.4193
9037,0.3093,0.3442,0.3758,0.3841,0.4181
9038,0.3122,0.3284,0.3583,0.3925,0.4553
9039,0.3136,0.3378,0.3758,0.3824,0.4446
9040,0.321,0.346,0.3614,0.4087,0.408
9041,0.316,0.3528,0.3597,0.3949,0.4174
9042,0.3164,0.3299,0.3573,0.4013,0.4346
9043,0.314,0.3412,0.3495,0.3763,0.4373
9044,0.3273,0.3412,0.3598,0.4072,0.4324
9045,0.3186,0.3215,0.3853,0.389,0.4103
9046,0.3163,0.3402,0.357,0.381,0.4487
9047,0.3049,0.3478,0.3555,0.3888,0.429
9048,0.3185,0.3322,0.3675,0.4074,0.433
9049,0.334,0.3286,0.3707,0.4339,0.4557
9050,0.3072,0.329,0.3789,0.3768,0.3991
9051,0.3148,0.3272,0.3476,0.4064,0.4394
9052,0.319,0.3399,0.3805,0.3867,0.3929
9053,0.3099,0.3292,0.3604,0.4011,0.4435
9054,0.3145,0.323,0.3521,0.3993,0.4237
9055,0.3095,0.3269,0.3658,0.3938,0.4097
9056,0.3192,0.3331,0.3621,0.3967,0.4082
9057,0.3144,0.3288,0.3666,0.3821,0.4227
9058,0.3086,0.3342,0.3733,0.3892,0.4163
9059,0.3159,0.3539,0.3534,0.4072,0.4104
9060,0.3104,0.3458,0.3626,0.3985,0.4159
9061,0.3167,0.3497,0.3754,0.3921,0.4165
9062,0.3101,0.3382,0.3706,0.388,0.4461
9063,0.3176,0.3407,0.3503,0.4032,0.4239
9064,0.3096,0.3426,0.3566,0.3861,0.4091
9065,0.3098,0.3554,0.3904,0.371,0.407
9066,0.31,0.3334,0.3624,0.3643,0.4231
9067,0.3142,0.3339,0.3639,0.3809,0.4434
9068,0.3161,0.3379,0.3658,0.397,0.4125
9069,0.3127,0.3595,0.3526,0.3831,0.4085
9070,0.3233,0.3444,0.3416,0.4051,0.4138
9071,0.3131,0.3468,0.3673,0.3963,0.4198
9072,0.3278,0.358,0.3526,0.3926,0.4099
9073,0.3055,0.3392,0.3526,0.3658,0.421
9074,0.3088,0.3276,0.3485,0.3769,0.4251
9075,0.3047,0.3296,0.3548,0.3675,0.4083
9076,0.32,0.3403,0.3742,0.3865,0.4101
9077,0.3234,0.3312,0.3526,0.4223,0.4316
9078,0.3112,0.3364,0.3633,0.3725,0.4064
9079,0.3207,0.3296,0.358,0.3999,0.4037
9080,0.3234,0.352,0.3656,0.3987,0.4409
9081,0.3072,0.3357,0.3481,0.392,0.4276
9082,0.3189,0.3377,0.3747,0.3788,0.4501
9083,0.3151,0.3382,0.3673,0.4046,0.4393
9084,0.3171,0.3276,0.3529,0.4121,0.4146
9085,0.3167,0.3293,0.3693,0.3956,0.4182
9086,0.312,0.3488,0.3636,0.3892,0.4102
9087,0.3132,0.3337,0.3621,0.3907,0.4174
9088,0.3198,0.3464,0.352,0.3905,0.4269
9089,0.3139,0.3424,0.3848,0.3887,0.4141
9090,0.3266,0.3351,0.3715,0.3972,0.4419
9091,0.3255,0.337,0.3565,0.4142,0.4153
9092,0.3136,0.3292,0.3644,0.3919,0.4319
9093,0.319,0.3301,0.3599,0.3973,0.4392
9094,0.3134,0.3348,0.3614,0.3912,0.4215
9095,0.3139,0.3336,0.3737,0.3878,0.4058
9096,0.313,0.327,0.3644,0.391,0.4003
9097,0.3233,0.3338,0.3469,0.392,0.4242
9098,0.3167,0.3372,0.3576,0.3783,0.4213
9099,0.3188,0.3245,0.3519,0.3989,0.4115
9100,0.3074,0.3323,0.368,0.3662,0.416
9101,0.3244,0.3307,0.3727,0.4179,0.4159
9102,0.3168,0.3266,0.3724,0.4052,0.4253
9103,0.3162,0.3342,0.3883,0.3926,0.4247
9104,0.3187,0.33,0.3384,0.3794,0.41
9105,0.315,0.3274,0.3637,0.392,0.4378
9106,0.3135,0.3289,0.3663,0.3836,0.4199
9107,0.3131,0.3314,0.3431,0.3926,0.4446
9108,0.3186,0.3378,0.36,0.3914,0.4313
9109,0.3052,0.3453,0.3711,0.3732,0.4103
9110,0.3146,0.3301,0.3727,0.4036,0.4047
9111,0.3098,0.3347,0.3422,0.3863,0.4301
9112,0.3201,0.3316,0.3516,0.3954,0.4361
9113,0.3162,0.3463,0.348,0.3876,0.4214
9114,0.3219,0.3399,0.3483,0.4046,0.4087
9115,0.3131,0.3301,0.3438,0.3804,0.4166
9116,0.3206,0.3342,0.35,0.4042,0.4332
9117,0.3119,0.3457,0.3536,0.3974,0.3989
9118,0.3196,0.3387,0.3826,0.393,0.4381
9119,0.3148,0.3347,0.3592,0.3966,0.42
9120,0.3091,0.3418,0.3641,0.3722,0.424
9121,0.3104,0.3491,0.3633,0.3853,0.4245
9122,0.3115,0.3373,0.3715,0.4024,0.4187
9123,0.315,0.3279,0.3426,0.3917,0.448
9124,0.3148,0.3341,0.3562,0.3841,0.4355
9125,0.3087,0.3285,0.3624,0.3901,0.3993
9126,0.3125,0.346,0.3782,0.4002,0.4243
9127,0.3215,0.3403,0.3865,0.3985,0.4164
9128,0.3144,0.3287,0.3554,0.3887,0.4381
9129,0.3163,0.3324,0.3701,0.3818,0.4159
9130,0.3081,0.3215,0.3641,0.3787,0.43
9131,0.319,0.3393,0.3761,0.41,0.4115
9132,0.3166,0.3309,0.3474,0.3918,0.4387
9133,0.3151,0.3236,0.3473,0.4014,0.42
9134,0.3148,0.3318,0.3723,0.4113,0.4216
9135,0.3133,0.3199,0.3669,0.3952,0.4185
9136,0.3096,0.3346,0.3631,0.3753,0.4308
9137,0.3077,0.3327,0.3786,0.3987,0.4362
9138,0.3121,0.3331,0.3603,0.3965,0.4115
9139,0.318,0.3303,0.3445,0.3829,0.4372
9140,0.3218,0.3313,0.3633,0.4043,0.4172
9141,0.3046,0.3382,0.3729,0.3881,0.4223
9142,0.3126,0.3416,0.3448,0.3819,0.4134
9143,0.3206,0.3259,0.3644,0.4119,0.4233
9144,0.3129,0.3351,0.3524,0.3937,0.4035
9145,0.3081,0.3367,0.3668,0.3738,0.3997
9146,0.3037,0.3439,0.3671,0.3701,0.4419
9147,0.3183,0.3301,0.3672,0.398,0.4046
9148,0.3173,0.3287,0.3641,0.3924,0.4225
9149,0.3231,0.3466,0.3569,0.4041,0.4187
9150,0.3223,0.3473,0.3536,0.4061,0.4477
9151,0.319,0.3467,0.3583,0.3918,0.4326
9152,0.3039,0.3334,0.3571,0.3746,0.4133
9153,0.322,0.3509,0.3447,0.3935,0.4223
9154,0.3119,0.3414,0.3456,0.3883,0.4445
9155,0.3218,0.329,0.3488,0.3927,0.4249
9156,0.3163,0.3228,0.3543,0.3838,0.4271
9157,0.314,0.3305,0.3504,0.3833,0.4183
9158,0.3104,0.3227,0.3592,0.4102,0.4288
9159,0.3214,0.3371,0.367,0.4016,0.4097
9160,0.3084,0.3225,0.3549,0.389,0.4234
9161,0.3233,0.3403,0.3702,0.4158,0.4207
9162,0.3114,0.3281,0.3791,0.3755,0.4417
9163,0.3254,0.3342,0.354,0.4094,0.4132
9164,0.3206,0.3294,0.3427,0.3952,0.4244
9165,0.3174,0.342,0.3678,0.4002,0.4352
9166,0.3191,0.3378,0.3734,0.3893,0.4183
9167,0.3316,0.3296,0.3493,0.4105,0.4266
9168,0.3209,0.3365,0.3471,0.405,0.4062
9169,0.3059,0.3398,0.3611,0.3816,0.4258
9170,0.3239,0.3395,0.3643,0.3904,0.4073
9171,0.3176,0.3462,0.3669,0.4076,0.411
9172,0.3193,0.3303,0.3462,0.4055,0.4349
9173,0.3201,0.328,0.3425,0.3882,0.4065
9174,0.3083,0.3361,0.3639,0.3833,0.4356
9175,0.3195,0.3303,0.3557,0.3923,0.4088
9176,0.3287,0.3217,0.3398,0.4232,0.4047
9177,0.3143,0.3274,0.3731,0.4052,0.4403
9178,0.3114,0.3287,0.3707,0.3783,0.4015
9179,0.3216,0.3376,0.3501,0.3927,0.4362
9180,0.3209,0.3403,0.3434,0.3913,0.4096
9181,0.3095,0.3405,0.3665,0.387,0.4113
9182,0.3177,0.3188,0.3669,0.3856,0.4256
9183,0.3037,0.3364,0.3571,0.3728,0.4043
9184,0.3087,0.3386,0.3471,0.4001,0.4353
9185,0.3218,0.3327,0.3511,0.3953,0.4363
9186,0.3322,0.3341,0.3732,0.4007,0.4041
9187,0.3259,0.3483,0.3777,0.4011,0.4255
9188,0.3179,0.3386,0.3672,0.3958,0.4469
9189,0.3164,0.325,0.3418,0.3845,0.425
9190,0.3125,0.341,0.3509,0.3837,0.4247
9191,0.3218,0.3245,0.3516,0.4053,0.4271
9192,0.3169,0.3321,0.3665,0.3878,0.4345
9193,0.322,0.3395,0.3743,0.4005,0.4155
9194,0.32,0.3521,0.361,0.3891,0.4076
9195,0.317,0.3373,0.3694,0.4033,0.4081
9196,0.3146,0.3319,0.3642,0.3988,0.4249
9197,0.3113,0.321,0.3433,0.3909,0.4079
9198,0.3234,0.3325,0.3777,0.4033,0.4289
9199,0.3203,0.3271,0.3891,0.4144,0.4208
9200,0.3124,0.3285,0.3761,0.3832,0.4331
9201,0.3133,0.3358,0.3681,0.4105,0.4125
9202,0.3115,0.3323,0.3647,0.3886,0.4254
9203,0.3157,0.329,0.3675,0.4089,0.434
9204,0.3159,0.3262,0.3527,0.41,0.4269
9205,0.3144,0.3368,0.3489,0.399,0.4292
9206,0.3166,0.3428,0.3665,0.4072,0.4094
9207,0.3092,0.3392,0.3422,0.3824,0.4163
9208,0.3163,0.3367,0.3763,0.3999,0.4289
9209,0.3189,0.3371,0.3677,0.4043,0.4378
9210,0.3104,0.338,0.3413,0.3811,0.4281
9211,0.3145,0.3256,0.3747,0.3924,0.4304
9212,0.3108,0.35,0.3714,0.3919,0.4207
9213,0.3076,0.3297,0.3454,0.3854,0.4355
9214,0.3195,0.3369,0.3718,0.3828,0.4294
9215,0.3246,0.3367,0.3416,0.415,0.4259
9216,0.3196,0.3328,0.3566,0.3963,0.4341
9217,0.3173,0.3339,0.3498,0.3789,0.4332
9218,0.3111,0.3372,0.3676,0.3885,0.42
9219,0.324,0.3345,0.3654,0.4042,0.4116
9220,0.3057,0.3265,0.3421,0.3831,0.4444
9221,0.3137,0.3374,0.3497,0.3934,0.4183
9222,0.3076,0.3427,0.3536,0.3828,0.4298
9223,0.3215,0.335,0.345,0.4071,0.4036
9224,0.3089,0.3339,0.3893,0.3725,0.4157
9225,0.3196,0.3345,0.3775,0.395,0.4275
9226,0.3259,0.3367,0.3699,0.4108,0.4439
9227,0.3185,0.3443,0.3864,0.3935,0.449
9228,0.3212,0.3308,0.3622,0.3907,0.4223
9229,0.3237,0.3299,0.3451,0.3869,0.4165
9230,0.3177,0.3421,0.3505,0.4002,0.4387
9231,0.3137,0.3412,0.3591,0.4016,0.4062
9232,0.3142,0.3401,0.3588,0.3943,0.4239
9233,0.3159,0.3306,0.36,0.3888,0.431
9234,0.3208,0.3399,0.3627,0.4101,0.4351
9235,0.3105,0.3336,0.3606,0.3969,0.4504
9236,0.3222,0.3373,0.3896,0.3956,0.395
9237,0.3253,0.3412,0.3555,0.412,0.4437
9238,0.3218,0.3261,0.3764,0.3945,0.4243
9239,0.3134,0.3264,0.3772,0.3867,0.4185
9240,0.313,0.3248,0.3508,0.3868,0.4206
9241,0.3089,0.3264,0.3528,0.3874,0.4161
9242,0.325,0.34,0.3486,0.4003,0.4287
9243,0.3243,0.3189,0.3626,0.4019,0.4354
9244,0.3128,0.3411,0.347,0.3997,0.4169
9245,0.3118,0.3303,0.3626,0.3891,0.4264
9246,0.3173,0.328,0.3609,0.3853,0.4117
9247,0.3092,0.3212,0.3575,0.3846,0.4414
9248,0.3101,0.3471,0.3893,0.3723,0.3963
9249,0.3136,0.3469,0.3774,0.3969,0.4204
9250,0.3152,0.3269,0.3528,0.3941,0.4406
9251,0.3111,0.3255,0.3541,0.3906,0.4327
9252,0.3135,0.3361,0.3485,0.4016,0.4216
9253,0.3163,0.3277,0.3614,0.395,0.4296
9254,0.3267,0.3329,0.338,0.3998,0.4172
9255,0.3171,0.3288,0.3832,0.4084,0.4069
9256,0.32,0.3305,0.3839,0.4036,0.4108
9257,0.3124,0.3463,0.3528,0.3895,0.4194
9258,0.3141,0.3322,0.3677,0.3945,0.4148
9259,0.3178,0.3328,0.3577,0.3938,0.3996
9260,0.31,0.3337,0.3506,0.3874,0.4383
9261,0.3181,0.3238,0.3854,0.3809,0.4139
9262,0.3119,0.3412,0.3759,0.3834,0.4279
9263,0.3153,0.3411,0.3528,0.3882,0.4326
9264,0.3136,0.3346,0.3901,0.381,0.418
9265,0.3185,0.3281,0.3729,0.4048,0.4186
9266,0.3276,0.331,0.3874,0.4101,0.4175
9267,0.319,0.3429,0.3614,0.396,0.4133
9268,0.319,0.3382,0.3507,0.412,0.4081
9269,0.3215,0.3428,0.3803,0.4092,0.441
9270,0.3123,0.3394,0.3757,0.3763,0.4087
9271,0.3202,0.3136,0.3661,0.3967,0.4066
9272,0.3149,0.3363,0.3696,0.3881,0.4302
9273,0.3267,0.3469,0.3739,0.3907,0.4394
9274,0.3184,0.3408,0.3443,0.3952,0.4134
9275,0.3167,0.3301,0.3574,0.3782,0.4133
9276,0.3223,0.3319,0.3699,0.4036,0.42
9277,0.3168,0.3426,0.3491,0.4088,0.4179
9278,0.3161,0.3218,0.358,0.3885,0.4204
9279,0.3135,0.3333,0.3573,0.4032,0.4347
9280,0.3094,0.3421,0.3657,0.3795,0.4125
9281,0.3152,0.327,0.3798,0.3842,0.4238
9282,0.3212,0.3308,0.3619,0.4138,0.4252
9283,0.3199,0.334,0.3767,0.4031,0.4161
9284,0.3169,0.3376,0.362,0.4079,0.4357
9285,0.3252,0.34,0.3598,0.4123,0.4211
9286,0.3205,0.3332,0.3501,0.393,0.4087
9287,0.3192,0.3251,0.3845,0.4179,0.4275
9288,0.3248,0.3451,0.3707,0.4102,0.4237
9289,0.3211,0.33,0.3418,0.3987,0.4234
9290,0.3198,0.3382,0.3512,0.4084,0.4218
9291,0.3222,0.323,0.3626,0.4187,0.4087
9292,0.3143,0.3252,0.3715,0.4014,0.4134
9293,0.3093,0.3338,0.3862,0.377,0.4156
9294,0.3219,0.3442,0.3831,0.3913,0.4454
9295,0.3147,0.328,0.3379,0.3871,0.4067
9296,0.3104,0.3245,0.3742,0.3928,0.414
9297,0.3078,0.3217,0.3525,0.389,0.4199
9298,0.3133,0.3435,0.351,0.3897,0.407
9299,0.3155,0.3566,0.3446,0.3753,0.4259
9300,0.3153,0.3289,0.3669,0.3869,0.4001
9301,0.3236,0.3386,0.4026,0.4001,0.4158
9302,0.3114,0.3295,0.3498,0.3967,0.4191
9303,0.3258,0.3303,0.366,0.3883,0.4325
9304,0.3203,0.3279,0.3655,0.4098,0.4201
9305,0.3173,0.3378,0.3895,0.402,0.4079
9306,0.3224,0.3217,0.3579,0.3866,0.4046
9307,0.3258,0.3454,0.3704,0.4103,0.4343
9308,0.3292,0.3331,0.3694,0.3946,0.4307
9309,0.3141,0.3301,0.3921,0.4007,0.4259
9310,0.3157,0.3496,0.3599,0.3856,0.411
9311,0.3199,0.3259,0.3551,0.3917,0.3972
9312,0.3175,0.3518,0.3602,0.4054,0.4122
9313,0.3152,0.3279,0.3445,0.3789,0.4158
9314,0.3169,0.3346,0.3545,0.3778,0.4369
9315,0.3136,0.3385,0.3506,0.372,0.4233
9316,0.3182,0.3305,0.354,0.4005,0.4143
9317,0.3091,0.357,0.3573,0.3847,0.412
9318,0.3196,0.3355,0.3543,0.3901,0.4208
9319,0.3114,0.3477,0.3447,0.3816,0.4315
9320,0.3173,0.3317,0.3758,0.3959,0.4267
9321,0.3047,0.3406,0.3633,0.3864,0.426
9322,0.308,0.3397,0.3448,0.3799,0.429
9323,0.312,0.3347,0.3519,0.3805,0.4378
9324,0.3195,0.3367,0.3741,0.4088,0.43
9325,0.3152,0.3397,0.3839,0.3924,0.4346
9326,0.3131,0.3426,0.345,0.3869,0.4266
9327,0.3187,0.331,0.3704,0.4145,0.4259
9328,0.3124,0.3401,0.3562,0.3831,0.4117
9329,0.3075,0.3443,0.343,0.4031,0.4347
9330,0.3191,0.3541,0.3757,0.4151,0.4349
9331,0.3135,0.3311,0.3655,0.4028,0.4385
9332,0.3143,0.3427,0.3803,0.407,0.4367
9333,0.3195,0.3468,0.3751,0.3965,0.4101
9334,0.3212,0.3391,0.3603,0.4103,0.4075
9335,0.3208,0.3481,0.3722,0.3939,0.4043
9336,0.3155,0.3183,0.3515,0.3916,0.4415
9337,0.3203,0.3416,0.3605,0.4024,0.4248
9338,0.3205,0.3376,0.3639,0.4029,0.4141
9339,0.3127,0.3435,0.3414,0.3802,0.4377
9340,0.3222,0.3403,0.3582,0.393,0.4281
9341,0.312,0.3372,0.3751,0.3961,0.4099
9342,0.3108,0.3408,0.3478,0.3767,0.4416
9343,0.3247,0.3437,0.3527,0.3975,0.4023
9344,0.3089,0.3299,0.362,0.4007,0.4306
9345,0.3149,0.3387,0.3608,0.3852,0.4373
9346,0.3229,0.3452,0.3749,0.4,0.398
9347,0.3186,0.345,0.3821,0.406,0.4176
9348,0.308,0.3403,0.3571,0.3782,0.4121
9349,0.3213,0.3398,0.3712,0.4073,0.4212
9350,0.3186,0.3281,0.3691,0.3938,0.4207
9351,0.3172,0.3293,0.3407,0.3831,0.4318
9352,0.3162,0.3262,0.3561,0.3779,0.4507
9353,0.318,0.3416,0.3652,0.401,0.4244
9354,0.3214,0.3328,0.3548,0.4055,0.4226
9355,0.3139,0.3391,0.3584,0.3822,0.4179
9356,0.319,0.3349,0.3803,0.4034,0.4217
9357,0.3136,0.3379,0.3669,0.3948,0.4446
9358,0.3114,0.3357,0.3548,0.3933,0.429
9359,0.3168,0.3418,0.3577,0.4009,0.4187
9360,0.3108,0.3463,0.3575,0.3856,0.4257
9361,0.316,0.3473,0.3531,0.3822,0.4312
9362,0.3107,0.3212,0.355,0.377,0.4022
9363,0.3169,0.3232,0.3667,0.38,0.4106
9364,0.3183,0.336,0.3528,0.3887,0.4399
9365,0.3202,0.3427,0.3711,0.3949,0.41
9366,0.3132,0.3483,0.3484,0.3948,0.4383
9367,0.3214,0.3365,0.3745,0.4029,0.4193
9368,0.3233,0.3394,0.3544,0.3865,0.4182
9369,0.3113,0.3259,0.3545,0.3855,0.4395
9370,0.3105,0.3305,0.3456,0.3891,0.4103
9371,0.3098,0.3312,0.3307,0.3727,0.4214
9372,0.315,0.3343,0.3463,0.3862,0.4085
9373,0.313,0.33,0.3708,0.3834,0.4003
9374,0.3214,0.3239,0.3746,0.3973,0.4366
9375,0.3008,0.3226,0.3708,0.3665,0.4105
9376,0.3107,0.3331,0.3615,0.3778,0.4261
9377,0.3223,0.3292,0.356,0.384,0.4181
9378,0.3183,0.34,0.384,0.3936,0.419
9379,0.3194,0.3342,0.3658,0.3988,0.4172
9380,0.3016,0.3255,0.3458,0.3671,0.4256
9381,0.3241,0.3365,0.3639,0.4105,0.4198
9382,0.3108,0.3454,0.372,0.3759,0.4405
9383,0.3131,0.3502,0.359,0.3855,0.4126
9384,0.3174,0.3325,0.3656,0.3892,0.4103
9385,0.3036,0.3531,0.3455,0.3658,0.4298
9386,0.3239,0.333,0.3735,0.3954,0.4106
9387,0.3139,0.3421,0.3613,0.3884,0.4241
9388,0.3199,0.3453,0.3556,0.4057,0.4358
9389,0.3215,0.3289,0.3423,0.3988,0.4189
9390,0.3144,0.3447,0.3691,0.3846,0.4006
9391,0.3159,0.3303,0.3456,0.3849,0.4319
9392,0.3225,0.3361,0.3588,0.3929,0.435
9393,0.3083,0.3267,0.3605,0.3853,0.4385
9394,0.3167,0.344,0.3536,0.402,0.4177
9395,0.3311,0.3349,0.3451,0.4211,0.4006
9396,0.3242,0.3311,0.3608,0.3956,0.4153
9397,0.3086,0.3387,0.356,0.3954,0.4054
9398,0.3142,0.3333,0.3535,0.408,0.4303
9399,0.3147,0.3393,0.3647,0.3953,0.4286
9400,0.3205,0.336,0.364,0.4095,0.4222
9401,0.3147,0.3322,0.3564,0.4069,0.4261
9402,0.3196,0.3379,0.367,0.3961,0.4042
9403,0.3086,0.3395,0.3738,0.3863,0.4044
9404,0.3247,0.3308,0.3667,0.3918,0.4072
9405,0.31,0.3376,0.3912,0.3872,0.4207
9406,0.3123,0.3464,0.3631,0.3808,0.4098
9407,0.3097,0.3112,0.3764,0.3761,0.4092
9408,0.3265,0.3482,0.369,0.4103,0.4279
9409,0.3236,0.3261,0.3561,0.4117,0.428
9410,0.3149,0.3352,0.351,0.3938,0.4374
9411,0.3237,0.341,0.3692,0.4126,0.42
9412,0.3188,0.344,0.3692,0.4032,0.3951
9413,0.3234,0.3591,0.3824,0.4026,0.4301
